Subject,X,RotAccErrTot.x,RotErrTot.x,RotPartial.x,RotSpeedErrTot.x,OspanAccErrTot.x,OspanMathErrTot.x,OspanPartial.x,OspanSpeedErrTot.x,SymmAccErrTot.x,SymmSpeedErrTot.x,SspanPartial.x,SymmErrTot.x,ZRotErrTot.x,ZRotPartial.x,ZOspanMathErrTot.x,ZOspanPartial.x,ZSspanPartial.x,ZSymmErrTot.x,Melody,AscendingDescending,Condition,cadence_type,change,ascDescFin1,Condition1,ascDescFin2,Condition2,ascDescFin3,Condition3,ascDescFin4,Condition4,ascDescFin5,Condition5,ascDescFin6,Condition6,ascDescFin7,Condition7,ascDescFin8,Condition8,RotAccErrTot.y,RotErrTot.y,RotPartial.y,RotSpeedErrTot.y,OspanAccErrTot.y,OspanMathErrTot.y,OspanPartial.y,OspanSpeedErrTot.y,SymmAccErrTot.y,SymmSpeedErrTot.y,SspanPartial.y,SymmErrTot.y,ZRotErrTot.y,ZRotPartial.y,ZOspanMathErrTot.y,ZOspanPartial.y,ZSspanPartial.y,ZSymmErrTot.y,WMC,rotAbsolute,rotBlock1,rotPartial,symErrorTotal,symAccErrorTotal,symSpeedErorTotal,symSspanPartialScore,ACTIVE,PERCEPTUAL,MUSICAL,SINGING,EMOTIONS,GENERAL,classical,blues,country,dancElectronica,folk,rapHipHop,soulFunk,relgious,alternative,jazz,rock,pop,heavyMetal,SoundtracksThemeSongs,familyIncome,highestFather,highestMother,melodicTraning,melodicCourses,melodicPrivate,harmonicTraning,harmonicCourses,harmonicPrivate,sightsingTraning,sightsingCourses,sightsingPrivate,instrument,age,gender,meds,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75
210,400,1,1,9,0,1,1,25,0,0,0,7,0,-0.16366,-0.0043,-0.46824,1.04677,-0.8177,-0.61182,mel4P210.aif,2,A,descending,no_change,2,A,2,A,2,A,2,A,2,A,2,A,1,A,1,A,1,1,9,0,1,1,25,0,0,0,7,0,-0.16366,-0.0043,-0.46824,1.04677,-0.8177,-0.61182,0.07,5,9,9,0,0,0,7,33,38,16,23,20,50,3,4,7,3,4,2,5,2,5,5,6,6,2,6,3,2,4,1,1,1,1,1,1,1,1,1,voice,18,FEMALE,1,1,1,5,1,6,5,5,3,6,5,6,3,2,3,6,5,2,6,2,7,1,1,1,3,1,6,3,2,2,2,6,2,2,2,7,5,2,2
212,410,0,0,7,0,0,2,14,2,0,0,5,0,-0.73649,-0.60654,0.27669,-1.00938,-1.42021,-0.61182,mel5P212.aif,2,B,descending,no_change,2,B,2,B,1,B,2,B,2,B,1,B,2,B,2,B,0,0,7,0,0,2,14,2,0,0,5,0,-0.73649,-0.60654,0.27669,-1.00938,-1.42021,-0.61182,-1.01,2,7,7,0,0,0,5,35,43,13,17,31,47,3,6,5,5,7,5,4,7,7,5,6,4,2,5,4,8,6,1,1,1,1,1,1,1,1,1,piano,21,FEMALE,1,2,1,5,4,2,5,6,7,3,6,6,2,5,6,5,5,2,6,2,1,2,3,1,3,1,5,2,3,3,1,2,1,3,6,6,3,6,7
212,411,0,0,7,0,0,2,14,2,0,0,5,0,-0.73649,-0.60654,0.27669,-1.00938,-1.42021,-0.61182,mel6P212.aif,1,B,descending,change,2,B,2,B,1,B,2,B,2,B,1,B,2,B,2,B,0,0,7,0,0,2,14,2,0,0,5,0,-0.73649,-0.60654,0.27669,-1.00938,-1.42021,-0.61182,-1.01,2,7,7,0,0,0,5,35,43,13,17,31,47,3,6,5,5,7,5,4,7,7,5,6,4,2,5,4,8,6,1,1,1,1,1,1,1,1,1,piano,21,FEMALE,1,2,1,5,4,2,5,6,7,3,6,6,2,5,6,5,5,2,6,2,1,2,3,1,3,1,5,2,3,3,1,2,1,3,6,6,3,6,7
212,412,0,0,7,0,0,2,14,2,0,0,5,0,-0.73649,-0.60654,0.27669,-1.00938,-1.42021,-0.61182,mel4P212.aif,2,B,ascending,change,2,B,2,B,1,B,2,B,2,B,1,B,2,B,2,B,0,0,7,0,0,2,14,2,0,0,5,0,-0.73649,-0.60654,0.27669,-1.00938,-1.42021,-0.61182,-1.01,2,7,7,0,0,0,5,35,43,13,17,31,47,3,6,5,5,7,5,4,7,7,5,6,4,2,5,4,8,6,1,1,1,1,1,1,1,1,1,piano,21,FEMALE,1,2,1,5,4,2,5,6,7,3,6,6,2,5,6,5,5,2,6,2,1,2,3,1,3,1,5,2,3,3,1,2,1,3,6,6,3,6,7
212,413,0,0,7,0,0,2,14,2,0,0,5,0,-0.73649,-0.60654,0.27669,-1.00938,-1.42021,-0.61182,mel7P212.aif,2,B,descending,no_change,2,B,2,B,1,B,2,B,2,B,1,B,2,B,2,B,0,0,7,0,0,2,14,2,0,0,5,0,-0.73649,-0.60654,0.27669,-1.00938,-1.42021,-0.61182,-1.01,2,7,7,0,0,0,5,35,43,13,17,31,47,3,6,5,5,7,5,4,7,7,5,6,4,2,5,4,8,6,1,1,1,1,1,1,1,1,1,piano,21,FEMALE,1,2,1,5,4,2,5,6,7,3,6,6,2,5,6,5,5,2,6,2,1,2,3,1,3,1,5,2,3,3,1,2,1,3,6,6,3,6,7
212,414,0,0,7,0,0,2,14,2,0,0,5,0,-0.73649,-0.60654,0.27669,-1.00938,-1.42021,-0.61182,mel2P212.aif,2,B,ascending,change,2,B,2,B,1,B,2,B,2,B,1,B,2,B,2,B,0,0,7,0,0,2,14,2,0,0,5,0,-0.73649,-0.60654,0.27669,-1.00938,-1.42021,-0.61182,-1.01,2,7,7,0,0,0,5,35,43,13,17,31,47,3,6,5,5,7,5,4,7,7,5,6,4,2,5,4,8,6,1,1,1,1,1,1,1,1,1,piano,21,FEMALE,1,2,1,5,4,2,5,6,7,3,6,6,2,5,6,5,5,2,6,2,1,2,3,1,3,1,5,2,3,3,1,2,1,3,6,6,3,6,7
212,415,0,0,7,0,0,2,14,2,0,0,5,0,-0.73649,-0.60654,0.27669,-1.00938,-1.42021,-0.61182,mel8P212.aif,2,B,descending,no_change,2,B,2,B,1,B,2,B,2,B,1,B,2,B,2,B,0,0,7,0,0,2,14,2,0,0,5,0,-0.73649,-0.60654,0.27669,-1.00938,-1.42021,-0.61182,-1.01,2,7,7,0,0,0,5,35,43,13,17,31,47,3,6,5,5,7,5,4,7,7,5,6,4,2,5,4,8,6,1,1,1,1,1,1,1,1,1,piano,21,FEMALE,1,2,1,5,4,2,5,6,7,3,6,6,2,5,6,5,5,2,6,2,1,2,3,1,3,1,5,2,3,3,1,2,1,3,6,6,3,6,7
212,416,0,0,7,0,0,2,14,2,0,0,5,0,-0.73649,-0.60654,0.27669,-1.00938,-1.42021,-0.61182,mel3P212.aif,1,B,ascending,no_change,2,B,2,B,1,B,2,B,2,B,1,B,2,B,2,B,0,0,7,0,0,2,14,2,0,0,5,0,-0.73649,-0.60654,0.27669,-1.00938,-1.42021,-0.61182,-1.01,2,7,7,0,0,0,5,35,43,13,17,31,47,3,6,5,5,7,5,4,7,7,5,6,4,2,5,4,8,6,1,1,1,1,1,1,1,1,1,piano,21,FEMALE,1,2,1,5,4,2,5,6,7,3,6,6,2,5,6,5,5,2,6,2,1,2,3,1,3,1,5,2,3,3,1,2,1,3,6,6,3,6,7
213,417,0,0,8,0,0,0,25,0,0,0,11,0,-0.73649,-0.30542,-1.21317,1.04677,0.38733,-0.61182,mel6P213.aif,2,A,ascending,change,2,A,2,A,2,A,2,A,2,A,2,A,1,A,1,A,0,0,8,0,0,0,25,0,0,0,11,0,-0.73649,-0.30542,-1.21317,1.04677,0.38733,-0.61182,0.38,5,8,8,0,0,0,11,48,46,20,36,38,87,5,6,6,3,6,3,5,4,7,5,6,3,5,6,5,8,8,1,1,1,1,1,1,1,1,1,voice,20,MALE,1,6,5,5,6,4,6,6,4,6,5,6,2,6,5,6,5,5,6,4,5,3,3,1,2,2,6,6,5,5,3,6,5,7,6,7,5,6,7
213,418,0,0,8,0,0,0,25,0,0,0,11,0,-0.73649,-0.30542,-1.21317,1.04677,0.38733,-0.61182,mel2P213.aif,2,A,descending,no_change,2,A,2,A,2,A,2,A,2,A,2,A,1,A,1,A,0,0,8,0,0,0,25,0,0,0,11,0,-0.73649,-0.30542,-1.21317,1.04677,0.38733,-0.61182,0.38,5,8,8,0,0,0,11,48,46,20,36,38,87,5,6,6,3,6,3,5,4,7,5,6,3,5,6,5,8,8,1,1,1,1,1,1,1,1,1,voice,20,MALE,1,6,5,5,6,4,6,6,4,6,5,6,2,6,5,6,5,5,6,4,5,3,3,1,2,2,6,6,5,5,3,6,5,7,6,7,5,6,7
213,419,0,0,8,0,0,0,25,0,0,0,11,0,-0.73649,-0.30542,-1.21317,1.04677,0.38733,-0.61182,mel4P213.aif,2,A,descending,no_change,2,A,2,A,2,A,2,A,2,A,2,A,1,A,1,A,0,0,8,0,0,0,25,0,0,0,11,0,-0.73649,-0.30542,-1.21317,1.04677,0.38733,-0.61182,0.38,5,8,8,0,0,0,11,48,46,20,36,38,87,5,6,6,3,6,3,5,4,7,5,6,3,5,6,5,8,8,1,1,1,1,1,1,1,1,1,voice,20,MALE,1,6,5,5,6,4,6,6,4,6,5,6,2,6,5,6,5,5,6,4,5,3,3,1,2,2,6,6,5,5,3,6,5,7,6,7,5,6,7
213,420,0,0,8,0,0,0,25,0,0,0,11,0,-0.73649,-0.30542,-1.21317,1.04677,0.38733,-0.61182,mel1P213.aif,2,A,descending,no_change,2,A,2,A,2,A,2,A,2,A,2,A,1,A,1,A,0,0,8,0,0,0,25,0,0,0,11,0,-0.73649,-0.30542,-1.21317,1.04677,0.38733,-0.61182,0.38,5,8,8,0,0,0,11,48,46,20,36,38,87,5,6,6,3,6,3,5,4,7,5,6,3,5,6,5,8,8,1,1,1,1,1,1,1,1,1,voice,20,MALE,1,6,5,5,6,4,6,6,4,6,5,6,2,6,5,6,5,5,6,4,5,3,3,1,2,2,6,6,5,5,3,6,5,7,6,7,5,6,7
213,421,0,0,8,0,0,0,25,0,0,0,11,0,-0.73649,-0.30542,-1.21317,1.04677,0.38733,-0.61182,mel7P213.aif,1,A,ascending,no_change,2,A,2,A,2,A,2,A,2,A,2,A,1,A,1,A,0,0,8,0,0,0,25,0,0,0,11,0,-0.73649,-0.30542,-1.21317,1.04677,0.38733,-0.61182,0.38,5,8,8,0,0,0,11,48,46,20,36,38,87,5,6,6,3,6,3,5,4,7,5,6,3,5,6,5,8,8,1,1,1,1,1,1,1,1,1,voice,20,MALE,1,6,5,5,6,4,6,6,4,6,5,6,2,6,5,6,5,5,6,4,5,3,3,1,2,2,6,6,5,5,3,6,5,7,6,7,5,6,7
213,422,0,0,8,0,0,0,25,0,0,0,11,0,-0.73649,-0.30542,-1.21317,1.04677,0.38733,-0.61182,mel5P213.aif,2,A,ascending,change,2,A,2,A,2,A,2,A,2,A,2,A,1,A,1,A,0,0,8,0,0,0,25,0,0,0,11,0,-0.73649,-0.30542,-1.21317,1.04677,0.38733,-0.61182,0.38,5,8,8,0,0,0,11,48,46,20,36,38,87,5,6,6,3,6,3,5,4,7,5,6,3,5,6,5,8,8,1,1,1,1,1,1,1,1,1,voice,20,MALE,1,6,5,5,6,4,6,6,4,6,5,6,2,6,5,6,5,5,6,4,5,3,3,1,2,2,6,6,5,5,3,6,5,7,6,7,5,6,7
213,423,0,0,8,0,0,0,25,0,0,0,11,0,-0.73649,-0.30542,-1.21317,1.04677,0.38733,-0.61182,mel8P213.aif,1,A,ascending,no_change,2,A,2,A,2,A,2,A,2,A,2,A,1,A,1,A,0,0,8,0,0,0,25,0,0,0,11,0,-0.73649,-0.30542,-1.21317,1.04677,0.38733,-0.61182,0.38,5,8,8,0,0,0,11,48,46,20,36,38,87,5,6,6,3,6,3,5,4,7,5,6,3,5,6,5,8,8,1,1,1,1,1,1,1,1,1,voice,20,MALE,1,6,5,5,6,4,6,6,4,6,5,6,2,6,5,6,5,5,6,4,5,3,3,1,2,2,6,6,5,5,3,6,5,7,6,7,5,6,7
213,424,0,0,8,0,0,0,25,0,0,0,11,0,-0.73649,-0.30542,-1.21317,1.04677,0.38733,-0.61182,mel3P213.aif,2,A,descending,no_change,2,A,2,A,2,A,2,A,2,A,2,A,1,A,1,A,0,0,8,0,0,0,25,0,0,0,11,0,-0.73649,-0.30542,-1.21317,1.04677,0.38733,-0.61182,0.38,5,8,8,0,0,0,11,48,46,20,36,38,87,5,6,6,3,6,3,5,4,7,5,6,3,5,6,5,8,8,1,1,1,1,1,1,1,1,1,voice,20,MALE,1,6,5,5,6,4,6,6,4,6,5,6,2,6,5,6,5,5,6,4,5,3,3,1,2,2,6,6,5,5,3,6,5,7,6,7,5,6,7
214,425,0,0,13,0,0,0,13,0,1,0,12,1,-0.73649,1.20017,-1.21317,-1.19631,0.68859,0.02739,mel2P214.aif,1,B,ascending,no_change,1,B,1,B,2,B,2,B,1,B,2,B,1,B,2,B,0,0,13,0,0,0,13,0,1,0,12,1,-0.73649,1.20017,-1.21317,-1.19631,0.68859,0.02739,0.23,11,13,13,1,1,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,426,0,0,13,0,0,0,13,0,1,0,12,1,-0.73649,1.20017,-1.21317,-1.19631,0.68859,0.02739,mel8P214.aif,2,B,descending,no_change,1,B,1,B,2,B,2,B,1,B,2,B,1,B,2,B,0,0,13,0,0,0,13,0,1,0,12,1,-0.73649,1.20017,-1.21317,-1.19631,0.68859,0.02739,0.23,11,13,13,1,1,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,427,0,0,13,0,0,0,13,0,1,0,12,1,-0.73649,1.20017,-1.21317,-1.19631,0.68859,0.02739,mel6P214.aif,2,B,descending,no_change,1,B,1,B,2,B,2,B,1,B,2,B,1,B,2,B,0,0,13,0,0,0,13,0,1,0,12,1,-0.73649,1.20017,-1.21317,-1.19631,0.68859,0.02739,0.23,11,13,13,1,1,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,428,0,0,13,0,0,0,13,0,1,0,12,1,-0.73649,1.20017,-1.21317,-1.19631,0.68859,0.02739,mel7P214.aif,1,B,descending,change,1,B,1,B,2,B,2,B,1,B,2,B,1,B,2,B,0,0,13,0,0,0,13,0,1,0,12,1,-0.73649,1.20017,-1.21317,-1.19631,0.68859,0.02739,0.23,11,13,13,1,1,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,429,0,0,13,0,0,0,13,0,1,0,12,1,-0.73649,1.20017,-1.21317,-1.19631,0.68859,0.02739,mel4P214.aif,2,B,ascending,change,1,B,1,B,2,B,2,B,1,B,2,B,1,B,2,B,0,0,13,0,0,0,13,0,1,0,12,1,-0.73649,1.20017,-1.21317,-1.19631,0.68859,0.02739,0.23,11,13,13,1,1,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,431,0,0,13,0,0,0,13,0,1,0,12,1,-0.73649,1.20017,-1.21317,-1.19631,0.68859,0.02739,mel5P214.aif,1,B,descending,change,1,B,1,B,2,B,2,B,1,B,2,B,1,B,2,B,0,0,13,0,0,0,13,0,1,0,12,1,-0.73649,1.20017,-1.21317,-1.19631,0.68859,0.02739,0.23,11,13,13,1,1,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,432,0,0,13,0,0,0,13,0,1,0,12,1,-0.73649,1.20017,-1.21317,-1.19631,0.68859,0.02739,mel3P214.aif,2,B,ascending,change,1,B,1,B,2,B,2,B,1,B,2,B,1,B,2,B,0,0,13,0,0,0,13,0,1,0,12,1,-0.73649,1.20017,-1.21317,-1.19631,0.68859,0.02739,0.23,11,13,13,1,1,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,433,1,1,6,0,0,1,15,1,1,0,12,1,-0.16366,-0.90765,-0.46824,-0.82246,0.68859,0.02739,mel6P215.aif,2,A,ascending,change,1,A,1,A,2,A,1,A,1,A,2,A,1,A,1,A,1,1,6,0,0,1,15,1,1,0,12,1,-0.16366,-0.90765,-0.46824,-0.82246,0.68859,0.02739,-0.35,2,6,6,1,1,0,12,26,36,28,19,31,52,5,4,4,5,4,5,4,5,4,5,5,4,5,5,4,8,7,1,1,1,1,1,1,1,1,1,Upright Bass,19,MALE,1,3,1,2,5,2,2,6,2,3,2,6,3,5,6,5,5,2,2,6,2,1,3,6,7,3,2,5,2,3,2,3,2,6,6,6,2,5,6
215,434,1,1,6,0,0,1,15,1,1,0,12,1,-0.16366,-0.90765,-0.46824,-0.82246,0.68859,0.02739,mel2P215.aif,1,A,descending,change,1,A,1,A,2,A,1,A,1,A,2,A,1,A,1,A,1,1,6,0,0,1,15,1,1,0,12,1,-0.16366,-0.90765,-0.46824,-0.82246,0.68859,0.02739,-0.35,2,6,6,1,1,0,12,26,36,28,19,31,52,5,4,4,5,4,5,4,5,4,5,5,4,5,5,4,8,7,1,1,1,1,1,1,1,1,1,Upright Bass,19,MALE,1,3,1,2,5,2,2,6,2,3,2,6,3,5,6,5,5,2,2,6,2,1,3,6,7,3,2,5,2,3,2,3,2,6,6,6,2,5,6
215,435,1,1,6,0,0,1,15,1,1,0,12,1,-0.16366,-0.90765,-0.46824,-0.82246,0.68859,0.02739,mel4P215.aif,1,A,descending,change,1,A,1,A,2,A,1,A,1,A,2,A,1,A,1,A,1,1,6,0,0,1,15,1,1,0,12,1,-0.16366,-0.90765,-0.46824,-0.82246,0.68859,0.02739,-0.35,2,6,6,1,1,0,12,26,36,28,19,31,52,5,4,4,5,4,5,4,5,4,5,5,4,5,5,4,8,7,1,1,1,1,1,1,1,1,1,Upright Bass,19,MALE,1,3,1,2,5,2,2,6,2,3,2,6,3,5,6,5,5,2,2,6,2,1,3,6,7,3,2,5,2,3,2,3,2,6,6,6,2,5,6
215,436,1,1,6,0,0,1,15,1,1,0,12,1,-0.16366,-0.90765,-0.46824,-0.82246,0.68859,0.02739,mel1P215.aif,1,A,descending,change,1,A,1,A,2,A,1,A,1,A,2,A,1,A,1,A,1,1,6,0,0,1,15,1,1,0,12,1,-0.16366,-0.90765,-0.46824,-0.82246,0.68859,0.02739,-0.35,2,6,6,1,1,0,12,26,36,28,19,31,52,5,4,4,5,4,5,4,5,4,5,5,4,5,5,4,8,7,1,1,1,1,1,1,1,1,1,Upright Bass,19,MALE,1,3,1,2,5,2,2,6,2,3,2,6,3,5,6,5,5,2,2,6,2,1,3,6,7,3,2,5,2,3,2,3,2,6,6,6,2,5,6
215,437,1,1,6,0,0,1,15,1,1,0,12,1,-0.16366,-0.90765,-0.46824,-0.82246,0.68859,0.02739,mel5P215.aif,1,A,ascending,no_change,1,A,1,A,2,A,1,A,1,A,2,A,1,A,1,A,1,1,6,0,0,1,15,1,1,0,12,1,-0.16366,-0.90765,-0.46824,-0.82246,0.68859,0.02739,-0.35,2,6,6,1,1,0,12,26,36,28,19,31,52,5,4,4,5,4,5,4,5,4,5,5,4,5,5,4,8,7,1,1,1,1,1,1,1,1,1,Upright Bass,19,MALE,1,3,1,2,5,2,2,6,2,3,2,6,3,5,6,5,5,2,2,6,2,1,3,6,7,3,2,5,2,3,2,3,2,6,6,6,2,5,6
215,438,1,1,6,0,0,1,15,1,1,0,12,1,-0.16366,-0.90765,-0.46824,-0.82246,0.68859,0.02739,mel8P215.aif,1,A,ascending,no_change,1,A,1,A,2,A,1,A,1,A,2,A,1,A,1,A,1,1,6,0,0,1,15,1,1,0,12,1,-0.16366,-0.90765,-0.46824,-0.82246,0.68859,0.02739,-0.35,2,6,6,1,1,0,12,26,36,28,19,31,52,5,4,4,5,4,5,4,5,4,5,5,4,5,5,4,8,7,1,1,1,1,1,1,1,1,1,Upright Bass,19,MALE,1,3,1,2,5,2,2,6,2,3,2,6,3,5,6,5,5,2,2,6,2,1,3,6,7,3,2,5,2,3,2,3,2,6,6,6,2,5,6
215,439,1,1,6,0,0,1,15,1,1,0,12,1,-0.16366,-0.90765,-0.46824,-0.82246,0.68859,0.02739,mel7P215.aif,1,A,ascending,no_change,1,A,1,A,2,A,1,A,1,A,2,A,1,A,1,A,1,1,6,0,0,1,15,1,1,0,12,1,-0.16366,-0.90765,-0.46824,-0.82246,0.68859,0.02739,-0.35,2,6,6,1,1,0,12,26,36,28,19,31,52,5,4,4,5,4,5,4,5,4,5,5,4,5,5,4,8,7,1,1,1,1,1,1,1,1,1,Upright Bass,19,MALE,1,3,1,2,5,2,2,6,2,3,2,6,3,5,6,5,5,2,2,6,2,1,3,6,7,3,2,5,2,3,2,3,2,6,6,6,2,5,6
215,440,1,1,6,0,0,1,15,1,1,0,12,1,-0.16366,-0.90765,-0.46824,-0.82246,0.68859,0.02739,mel3P215.aif,2,A,descending,no_change,1,A,1,A,2,A,1,A,1,A,2,A,1,A,1,A,1,1,6,0,0,1,15,1,1,0,12,1,-0.16366,-0.90765,-0.46824,-0.82246,0.68859,0.02739,-0.35,2,6,6,1,1,0,12,26,36,28,19,31,52,5,4,4,5,4,5,4,5,4,5,5,4,5,5,4,8,7,1,1,1,1,1,1,1,1,1,Upright Bass,19,MALE,1,3,1,2,5,2,2,6,2,3,2,6,3,5,6,5,5,2,2,6,2,1,3,6,7,3,2,5,2,3,2,3,2,6,6,6,2,5,6
216,441,0,0,11,0,5,5,16,0,1,0,13,1,-0.73649,0.59793,2.51147,-0.63554,0.98984,0.02739,mel6P216.aif,2,B,descending,no_change,2,B,1,B,1,B,1,B,1,B,2,B,2,B,1,B,0,0,11,0,5,5,16,0,1,0,13,1,-0.73649,0.59793,2.51147,-0.63554,0.98984,0.02739,0.32,9,11,11,1,1,0,13,31,52,27,26,36,77,6,4,2,5,3,7,6,5,4,6,5,7,1,6,4,6,6,1,1,1,1,1,1,3,1,3,trumpet,18,MALE,1,5,1,4,4,1,5,5,4,2,6,7,6,5,5,6,6,6,5,6,6,4,3,1,5,2,4,4,6,3,4,3,2,5,7,6,6,6,6
216,442,0,0,11,0,5,5,16,0,1,0,13,1,-0.73649,0.59793,2.51147,-0.63554,0.98984,0.02739,mel7P216.aif,2,B,descending,no_change,2,B,1,B,1,B,1,B,1,B,2,B,2,B,1,B,0,0,11,0,5,5,16,0,1,0,13,1,-0.73649,0.59793,2.51147,-0.63554,0.98984,0.02739,0.32,9,11,11,1,1,0,13,31,52,27,26,36,77,6,4,2,5,3,7,6,5,4,6,5,7,1,6,4,6,6,1,1,1,1,1,1,3,1,3,trumpet,18,MALE,1,5,1,4,4,1,5,5,4,2,6,7,6,5,5,6,6,6,5,6,6,4,3,1,5,2,4,4,6,3,4,3,2,5,7,6,6,6,6
216,443,0,0,11,0,5,5,16,0,1,0,13,1,-0.73649,0.59793,2.51147,-0.63554,0.98984,0.02739,mel2P216.aif,1,B,ascending,no_change,2,B,1,B,1,B,1,B,1,B,2,B,2,B,1,B,0,0,11,0,5,5,16,0,1,0,13,1,-0.73649,0.59793,2.51147,-0.63554,0.98984,0.02739,0.32,9,11,11,1,1,0,13,31,52,27,26,36,77,6,4,2,5,3,7,6,5,4,6,5,7,1,6,4,6,6,1,1,1,1,1,1,3,1,3,trumpet,18,MALE,1,5,1,4,4,1,5,5,4,2,6,7,6,5,5,6,6,6,5,6,6,4,3,1,5,2,4,4,6,3,4,3,2,5,7,6,6,6,6
216,445,0,0,11,0,5,5,16,0,1,0,13,1,-0.73649,0.59793,2.51147,-0.63554,0.98984,0.02739,mel4P216.aif,1,B,ascending,no_change,2,B,1,B,1,B,1,B,1,B,2,B,2,B,1,B,0,0,11,0,5,5,16,0,1,0,13,1,-0.73649,0.59793,2.51147,-0.63554,0.98984,0.02739,0.32,9,11,11,1,1,0,13,31,52,27,26,36,77,6,4,2,5,3,7,6,5,4,6,5,7,1,6,4,6,6,1,1,1,1,1,1,3,1,3,trumpet,18,MALE,1,5,1,4,4,1,5,5,4,2,6,7,6,5,5,6,6,6,5,6,6,4,3,1,5,2,4,4,6,3,4,3,2,5,7,6,6,6,6
216,446,0,0,11,0,5,5,16,0,1,0,13,1,-0.73649,0.59793,2.51147,-0.63554,0.98984,0.02739,mel3P216.aif,1,B,ascending,no_change,2,B,1,B,1,B,1,B,1,B,2,B,2,B,1,B,0,0,11,0,5,5,16,0,1,0,13,1,-0.73649,0.59793,2.51147,-0.63554,0.98984,0.02739,0.32,9,11,11,1,1,0,13,31,52,27,26,36,77,6,4,2,5,3,7,6,5,4,6,5,7,1,6,4,6,6,1,1,1,1,1,1,3,1,3,trumpet,18,MALE,1,5,1,4,4,1,5,5,4,2,6,7,6,5,5,6,6,6,5,6,6,4,3,1,5,2,4,4,6,3,4,3,2,5,7,6,6,6,6
216,447,0,0,11,0,5,5,16,0,1,0,13,1,-0.73649,0.59793,2.51147,-0.63554,0.98984,0.02739,mel5P216.aif,1,B,descending,change,2,B,1,B,1,B,1,B,1,B,2,B,2,B,1,B,0,0,11,0,5,5,16,0,1,0,13,1,-0.73649,0.59793,2.51147,-0.63554,0.98984,0.02739,0.32,9,11,11,1,1,0,13,31,52,27,26,36,77,6,4,2,5,3,7,6,5,4,6,5,7,1,6,4,6,6,1,1,1,1,1,1,3,1,3,trumpet,18,MALE,1,5,1,4,4,1,5,5,4,2,6,7,6,5,5,6,6,6,5,6,6,4,3,1,5,2,4,4,6,3,4,3,2,5,7,6,6,6,6
216,448,0,0,11,0,5,5,16,0,1,0,13,1,-0.73649,0.59793,2.51147,-0.63554,0.98984,0.02739,mel8P216.aif,1,B,descending,change,2,B,1,B,1,B,1,B,1,B,2,B,2,B,1,B,0,0,11,0,5,5,16,0,1,0,13,1,-0.73649,0.59793,2.51147,-0.63554,0.98984,0.02739,0.32,9,11,11,1,1,0,13,31,52,27,26,36,77,6,4,2,5,3,7,6,5,4,6,5,7,1,6,4,6,6,1,1,1,1,1,1,3,1,3,trumpet,18,MALE,1,5,1,4,4,1,5,5,4,2,6,7,6,5,5,6,6,6,5,6,6,4,3,1,5,2,4,4,6,3,4,3,2,5,7,6,6,6,6
217,449,0,0,11,0,0,1,16,1,1,1,4,2,-0.73649,0.59793,-0.46824,-0.63554,-1.72146,0.66661,mel7P217.aif,1,A,ascending,no_change,1,A,2,A,1,A,1,A,1,A,2,A,1,A,1,A,0,0,11,0,0,1,16,1,1,1,4,2,-0.73649,0.59793,-0.46824,-0.63554,-1.72146,0.66661,-0.59,5,11,11,2,1,1,4,41,59,23,39,26,89,5,4,1,5,7,5,5,6,7,4,4,5,2,6,2,9,2,1,1,1,1,1,1,1,1,1,guitar,19,FEMALE,1,7,2,4,5,5,5,5,5,3,7,7,7,5,7,7,7,7,5,3,2,5,4,1,5,3,7,7,5,7,4,6,3,4,2,5,5,5,5
